index,risky,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,term_ 36 months,term_ 60 months,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT
100776,1,0,0,0,1,0,0,0,1,0,0,1,0,0
90260,1,0,0,0,1,0,0,0,1,0,0,0,1,0
70261,1,0,1,0,0,0,0,0,0,1,0,0,0,1
52268,1,0,0,1,0,0,0,0,1,0,0,0,0,1
100049,1,0,0,0,1,0,0,0,0,1,0,1,0,0
79496,1,0,0,1,0,0,0,0,1,0,0,0,0,1
52132,1,1,0,0,0,0,0,0,1,0,0,0,1,0
62781,1,0,0,1,0,0,0,0,1,0,0,0,0,1
23034,1,0,1,0,0,0,0,0,1,0,0,0,1,0
88176,1,0,1,0,0,0,0,0,0,1,0,1,0,0
105820,1,1,0,0,0,0,0,0,1,0,0,0,1,0
23056,1,0,0,1,0,0,0,0,1,0,0,1,0,0
103971,1,0,0,1,0,0,0,0,1,0,0,0,0,1
19676,1,0,1,0,0,0,0,0,1,0,0,0,0,1
58488,1,0,1,0,0,0,0,0,1,0,0,0,0,1
105820,1,1,0,0,0,0,0,0,1,0,0,0,1,0
27638,1,0,0,0,1,0,0,0,1,0,0,0,0,1
97453,1,0,1,0,0,0,0,0,1,0,0,0,0,1
38270,1,0,0,0,1,0,0,0,1,0,0,1,0,0
105496,1,1,0,0,0,0,0,0,1,0,0,0,0,1
57332,1,0,0,1,0,0,0,0,0,1,0,1,0,0
8911,1,0,0,1,0,0,0,0,0,1,0,0,0,1
97197,1,0,0,1,0,0,0,0,1,0,0,1,0,0
62330,1,0,0,1,0,0,0,0,1,0,0,0,0,1
101051,1,0,0,0,1,0,0,0,1,0,0,1,0,0
99964,1,0,0,1,0,0,0,0,0,1,0,0,1,0
76735,1,0,1,0,0,0,0,0,1,0,0,0,1,0
83584,1,0,0,1,0,0,0,0,1,0,0,0,1,0
50911,1,0,0,1,0,0,0,0,1,0,0,0,0,1
80479,1,0,0,1,0,0,0,0,1,0,0,0,0,1
24337,1,0,0,0,0,1,0,0,1,0,0,0,0,1
101916,1,0,0,0,1,0,0,0,1,0,0,0,1,0
57681,1,0,0,1,0,0,0,0,0,1,0,0,0,1
57746,1,0,0,1,0,0,0,0,0,1,0,0,1,0
73164,1,0,0,1,0,0,0,0,1,0,0,0,1,0
100384,1,0,0,1,0,0,0,0,0,1,0,1,0,0
3833,1,1,0,0,0,0,0,0,1,0,0,1,0,0
104593,1,0,0,0,1,0,0,0,0,1,0,1,0,0
50085,1,0,0,1,0,0,0,0,0,1,0,0,0,1
58753,1,0,0,1,0,0,0,0,0,1,0,0,0,1
48254,1,0,0,1,0,0,0,0,1,0,0,1,0,0
77582,1,0,0,1,0,0,0,0,1,0,0,1,0,0
9369,1,1,0,0,0,0,0,0,1,0,0,1,0,0
65753,1,0,1,0,0,0,0,0,0,1,0,0,1,0
24980,1,0,1,0,0,0,0,0,1,0,0,0,0,1
42867,1,0,0,1,0,0,0,0,1,0,0,0,1,0
65566,1,0,0,0,0,0,0,1,0,1,0,1,0,0
82146,1,0,0,0,1,0,0,0,0,1,0,0,1,0
91096,1,0,0,0,1,0,0,0,1,0,0,1,0,0
72145,1,0,0,0,0,1,0,0,1,0,0,0,0,1
74151,1,0,0,0,1,0,0,0,0,1,0,0,0,1
67952,1,0,0,1,0,0,0,0,0,1,0,0,1,0
64463,1,0,0,0,0,1,0,0,0,1,0,1,0,0
8400,1,0,1,0,0,0,0,0,1,0,0,1,0,0
8517,1,0,0,0,0,1,0,0,1,0,0,0,0,1
91797,1,0,0,0,0,0,1,0,0,1,0,0,1,0
26436,1,0,0,0,1,0,0,0,1,0,0,0,0,1
95704,1,0,0,1,0,0,0,0,1,0,0,0,1,0
83171,1,0,0,1,0,0,0,0,1,0,0,1,0,0
64711,1,0,1,0,0,0,0,0,1,0,0,0,0,1
57681,1,0,0,1,0,0,0,0,0,1,0,0,0,1
91048,1,0,0,1,0,0,0,0,1,0,0,0,0,1
65484,1,0,0,1,0,0,0,0,1,0,0,0,0,1
39326,1,0,0,1,0,0,0,0,0,1,0,0,0,1
95700,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1062,1,0,1,0,0,0,0,0,1,0,0,0,0,1
55982,1,0,0,1,0,0,0,0,1,0,0,1,0,0
70161,1,0,0,1,0,0,0,0,0,1,0,0,1,0
106027,1,0,0,0,1,0,0,0,0,1,0,1,0,0
65351,1,0,1,0,0,0,0,0,1,0,0,1,0,0
33659,1,0,0,0,1,0,0,0,1,0,0,0,0,1
12931,1,0,0,0,1,0,0,0,1,0,0,0,1,0
93237,1,0,1,0,0,0,0,0,1,0,0,1,0,0
95443,1,1,0,0,0,0,0,0,1,0,0,1,0,0
38388,1,0,0,0,1,0,0,0,1,0,0,1,0,0
83929,1,0,1,0,0,0,0,0,0,1,0,1,0,0
87303,1,0,0,0,0,1,0,0,0,1,0,1,0,0
93928,1,0,0,1,0,0,0,0,1,0,0,0,0,1
102168,1,0,1,0,0,0,0,0,0,1,0,0,0,1
86784,1,0,0,0,1,0,0,0,1,0,0,1,0,0
48737,1,0,0,0,1,0,0,0,0,1,0,0,1,0
45578,1,0,1,0,0,0,0,0,0,1,0,1,0,0
66840,1,0,0,0,1,0,0,0,1,0,0,0,0,1
88376,1,1,0,0,0,0,0,0,1,0,0,1,0,0
51603,1,0,1,0,0,0,0,0,1,0,0,0,0,1
33659,1,0,0,0,1,0,0,0,1,0,0,0,0,1
38270,1,0,0,0,1,0,0,0,1,0,0,1,0,0
64475,1,0,1,0,0,0,0,0,0,1,0,0,0,1
39271,1,0,0,0,1,0,0,0,1,0,0,0,0,1
91368,1,0,1,0,0,0,0,0,0,1,0,0,0,1
36010,1,0,0,0,1,0,0,0,1,0,0,1,0,0
77361,1,1,0,0,0,0,0,0,1,0,0,0,1,0
83929,1,0,1,0,0,0,0,0,0,1,0,1,0,0
60267,1,0,0,0,1,0,0,0,0,1,0,0,1,0
91898,1,0,0,1,0,0,0,0,1,0,0,1,0,0
101314,1,0,0,1,0,0,0,0,1,0,0,0,0,1
55131,1,0,0,0,1,0,0,0,0,1,0,0,0,1
22526,1,0,0,0,0,1,0,0,1,0,0,0,0,1
59071,1,0,0,1,0,0,0,0,0,1,0,1,0,0
26563,1,0,0,0,1,0,0,0,1,0,0,1,0,0
25850,1,0,1,0,0,0,0,0,1,0,0,1,0,0
10238,1,1,0,0,0,0,0,0,1,0,0,0,0,1
79425,1,0,0,1,0,0,0,0,0,1,0,1,0,0
78833,1,0,0,0,0,1,0,0,1,0,0,0,0,1
53172,1,0,0,0,1,0,0,0,0,1,0,0,1,0
70987,1,0,0,0,1,0,0,0,0,1,0,0,0,1
94958,1,0,0,0,1,0,0,0,1,0,0,0,0,1
102936,1,0,0,1,0,0,0,0,1,0,0,1,0,0
30283,1,0,0,0,1,0,0,0,1,0,0,0,0,1
75193,1,0,0,1,0,0,0,0,1,0,0,0,0,1
103758,1,0,0,0,1,0,0,0,0,1,0,1,0,0
88667,1,0,1,0,0,0,0,0,0,1,0,0,0,1
21341,1,0,0,0,1,0,0,0,0,1,0,0,1,0
25018,1,0,0,0,0,1,0,0,1,0,0,0,0,1
44608,1,0,0,0,1,0,0,0,0,1,0,1,0,0
36074,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2937,1,0,0,0,0,0,0,1,1,0,0,1,0,0
70662,1,0,1,0,0,0,0,0,0,1,0,0,0,1
31285,1,0,0,1,0,0,0,0,1,0,0,0,1,0
70936,1,0,0,0,1,0,0,0,0,1,0,0,1,0
67597,1,0,0,0,1,0,0,0,1,0,0,0,1,0
721,1,1,0,0,0,0,0,0,1,0,0,0,1,0
54953,1,0,1,0,0,0,0,0,1,0,0,0,0,1
12014,1,0,0,0,1,0,0,0,0,1,0,1,0,0
2489,1,0,0,0,1,0,0,0,0,1,0,0,1,0
38126,1,0,0,1,0,0,0,0,1,0,0,0,0,1
56428,1,0,0,1,0,0,0,0,0,1,0,0,0,1
72061,1,0,0,1,0,0,0,0,0,1,0,1,0,0
76096,1,0,0,0,0,0,1,0,0,1,0,1,0,0
96619,1,0,0,1,0,0,0,0,0,1,0,0,0,1
56813,1,0,0,1,0,0,0,0,0,1,0,1,0,0
97616,1,0,1,0,0,0,0,0,1,0,0,1,0,0
106123,1,0,0,1,0,0,0,0,1,0,0,1,0,0
35540,1,0,0,1,0,0,0,0,0,1,0,0,0,1
93928,1,0,0,1,0,0,0,0,1,0,0,0,0,1
78172,1,0,1,0,0,0,0,0,1,0,0,1,0,0
60524,1,0,0,0,1,0,0,0,1,0,0,1,0,0
46852,1,0,0,0,1,0,0,0,0,1,0,0,0,1
42251,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3180,1,0,1,0,0,0,0,0,1,0,0,0,0,1
12014,1,0,0,0,1,0,0,0,0,1,0,1,0,0
97129,1,0,0,1,0,0,0,0,0,1,0,0,1,0
60524,1,0,0,0,1,0,0,0,1,0,0,1,0,0
89387,1,0,0,0,1,0,0,0,1,0,0,0,0,1
13652,1,0,0,0,0,0,0,1,0,1,0,1,0,0
41708,1,0,0,0,1,0,0,0,1,0,0,0,0,1
58812,1,0,0,0,1,0,0,0,0,1,0,0,1,0
96060,1,0,0,1,0,0,0,0,1,0,0,0,1,0
71980,1,0,0,1,0,0,0,0,1,0,0,0,0,1
23574,1,0,0,0,1,0,0,0,1,0,0,0,0,1
71496,1,0,0,0,1,0,0,0,0,1,0,1,0,0
102653,1,0,0,1,0,0,0,0,0,1,0,0,1,0
55297,1,1,0,0,0,0,0,0,1,0,0,1,0,0
62330,1,0,0,1,0,0,0,0,1,0,0,0,0,1
39151,1,0,1,0,0,0,0,0,1,0,0,0,1,0
86709,1,0,0,1,0,0,0,0,1,0,0,1,0,0
79422,1,0,0,0,0,1,0,0,0,1,0,0,1,0
69185,1,0,0,0,1,0,0,0,1,0,0,0,1,0
86902,1,0,0,0,1,0,0,0,0,1,0,0,0,1
95832,1,0,0,1,0,0,0,0,1,0,0,0,0,1
31846,1,1,0,0,0,0,0,0,1,0,0,1,0,0
52694,1,0,0,1,0,0,0,0,1,0,0,0,0,1
60526,1,0,1,0,0,0,0,0,1,0,0,0,1,0
42849,1,0,0,1,0,0,0,0,0,1,0,1,0,0
59081,1,0,0,1,0,0,0,0,1,0,0,0,0,1
94325,1,0,1,0,0,0,0,0,1,0,0,1,0,0
93238,1,1,0,0,0,0,0,0,1,0,0,1,0,0
32815,1,0,1,0,0,0,0,0,1,0,0,0,0,1
33430,1,0,1,0,0,0,0,0,1,0,0,0,0,1
25136,1,0,0,1,0,0,0,0,1,0,0,0,1,0
62901,1,0,1,0,0,0,0,0,1,0,0,1,0,0
23326,1,0,0,0,0,1,0,0,0,1,0,0,0,1
61480,1,0,0,0,0,1,0,0,0,1,0,0,0,1
74447,1,0,0,1,0,0,0,0,0,1,0,0,0,1
64696,1,0,0,0,1,0,0,0,1,0,0,0,1,0
93918,1,0,1,0,0,0,0,0,1,0,0,0,0,1
90260,1,0,0,0,1,0,0,0,1,0,0,0,1,0
88479,1,0,0,1,0,0,0,0,1,0,0,0,0,1
92289,1,0,0,1,0,0,0,0,0,1,0,0,0,1
56813,1,0,0,1,0,0,0,0,0,1,0,1,0,0
101929,1,0,1,0,0,0,0,0,0,1,0,0,1,0
13652,1,0,0,0,0,0,0,1,0,1,0,1,0,0
56270,1,0,0,0,1,0,0,0,0,1,0,0,0,1
30386,1,0,0,1,0,0,0,0,0,1,0,1,0,0
100431,1,0,0,0,1,0,0,0,0,1,0,1,0,0
61768,1,0,0,0,1,0,0,0,1,0,0,0,0,1
33430,1,0,1,0,0,0,0,0,1,0,0,0,0,1
50915,1,0,0,1,0,0,0,0,1,0,0,0,1,0
68413,1,0,0,1,0,0,0,0,1,0,0,0,1,0
101878,1,0,0,1,0,0,0,0,0,1,0,0,1,0
50293,1,0,0,0,1,0,0,0,0,1,0,0,0,1
100977,1,1,0,0,0,0,0,0,1,0,0,0,1,0
21868,1,1,0,0,0,0,0,0,1,0,0,0,1,0
95227,1,0,0,1,0,0,0,0,0,1,0,0,0,1
25119,1,0,0,1,0,0,0,0,1,0,0,1,0,0
39677,1,0,0,1,0,0,0,0,1,0,0,1,0,0
8812,1,0,0,0,1,0,0,0,0,1,0,0,1,0
25206,1,0,1,0,0,0,0,0,1,0,0,0,0,1
41983,1,0,0,1,0,0,0,0,1,0,0,0,0,1
100687,1,1,0,0,0,0,0,0,1,0,0,1,0,0
92165,1,0,0,1,0,0,0,0,1,0,0,0,0,1
91797,1,0,0,0,0,0,1,0,0,1,0,0,1,0
25424,1,0,0,1,0,0,0,0,1,0,0,0,0,1
70235,1,0,0,1,0,0,0,0,0,1,0,1,0,0
65351,1,0,1,0,0,0,0,0,1,0,0,1,0,0
32350,1,0,0,1,0,0,0,0,1,0,0,1,0,0
80279,1,0,1,0,0,0,0,0,1,0,0,0,0,1
94961,1,0,1,0,0,0,0,0,1,0,0,1,0,0
65224,1,0,0,0,0,0,1,0,0,1,0,1,0,0
61476,1,0,0,0,0,1,0,0,0,1,0,1,0,0
30862,1,0,0,0,1,0,0,0,1,0,0,1,0,0
26755,1,0,0,1,0,0,0,0,1,0,0,0,0,1
93238,1,1,0,0,0,0,0,0,1,0,0,1,0,0
105820,1,1,0,0,0,0,0,0,1,0,0,0,1,0
81619,1,0,0,0,0,1,0,0,0,1,0,0,0,1
93331,1,0,0,0,0,1,0,0,0,1,0,0,0,1
94749,1,0,1,0,0,0,0,0,1,0,0,0,1,0
73052,1,0,0,1,0,0,0,0,0,1,0,1,0,0
97637,1,0,0,0,1,0,0,0,0,1,0,1,0,0
25850,1,0,1,0,0,0,0,0,1,0,0,1,0,0
65566,1,0,0,0,0,0,0,1,0,1,0,1,0,0
103585,1,0,0,0,0,1,0,0,0,1,0,0,0,1
62441,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2370,1,0,0,1,0,0,0,0,1,0,0,0,0,1
30427,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2176,1,0,0,0,1,0,0,0,1,0,0,0,0,1
32815,1,0,1,0,0,0,0,0,1,0,0,0,0,1
38952,1,0,0,0,1,0,0,0,1,0,0,0,0,1
76290,1,0,0,0,1,0,0,0,0,1,0,0,0,1
103181,1,0,0,0,1,0,0,0,1,0,0,0,0,1
92289,1,0,0,1,0,0,0,0,0,1,0,0,0,1
23747,1,0,0,1,0,0,0,0,0,1,0,1,0,0
69801,1,0,0,0,1,0,0,0,1,0,0,0,0,1
97806,1,0,0,1,0,0,0,0,1,0,0,1,0,0
99771,1,0,0,1,0,0,0,0,0,1,0,0,0,1
86739,1,0,1,0,0,0,0,0,1,0,0,0,0,1
78344,1,1,0,0,0,0,0,0,1,0,0,0,0,1
20921,1,0,1,0,0,0,0,0,1,0,0,0,0,1
63456,1,0,1,0,0,0,0,0,1,0,0,1,0,0
48569,1,0,0,0,1,0,0,0,0,1,0,0,0,1
74050,1,0,0,0,0,1,0,0,1,0,0,1,0,0
36812,1,0,1,0,0,0,0,0,1,0,0,0,0,1
79932,1,0,0,0,0,1,0,0,1,0,0,1,0,0
96736,1,1,0,0,0,0,0,0,1,0,0,0,0,1
15446,1,0,1,0,0,0,0,0,0,1,0,0,0,1
36868,1,0,0,1,0,0,0,0,1,0,0,0,0,1
25136,1,0,0,1,0,0,0,0,1,0,0,0,1,0
65224,1,0,0,0,0,0,1,0,0,1,0,1,0,0
54646,1,0,1,0,0,0,0,0,1,0,0,0,0,1
95821,1,0,0,0,1,0,0,0,1,0,0,0,0,1
67810,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2489,1,0,0,0,1,0,0,0,0,1,0,0,1,0
93734,1,0,0,0,1,0,0,0,1,0,0,1,0,0
36074,1,0,1,0,0,0,0,0,1,0,0,0,1,0
97866,1,0,1,0,0,0,0,0,1,0,0,0,0,1
99890,1,0,0,0,0,1,0,0,0,1,0,1,0,0
24448,1,0,0,0,1,0,0,0,0,1,0,1,0,0
54892,1,0,0,0,0,1,0,0,1,0,0,0,0,1
92833,1,0,0,0,0,0,1,0,0,1,0,1,0,0
55753,1,0,0,1,0,0,0,0,1,0,0,0,0,1
44480,1,0,0,1,0,0,0,0,0,1,0,1,0,0
52940,1,0,0,1,0,0,0,0,1,0,0,0,1,0
28517,1,0,0,0,1,0,0,0,0,1,0,1,0,0
92775,1,0,0,1,0,0,0,0,1,0,0,0,0,1
53549,1,0,0,0,1,0,0,0,1,0,0,0,0,1
89421,1,0,0,0,1,0,0,0,0,1,0,0,0,1
55645,1,0,1,0,0,0,0,0,1,0,0,0,0,1
107238,1,0,1,0,0,0,0,0,1,0,0,0,0,1
80814,1,0,0,1,0,0,0,0,1,0,0,0,0,1
43077,1,0,0,1,0,0,0,0,1,0,0,1,0,0
31465,1,0,0,0,1,0,0,0,1,0,0,1,0,0
40917,1,0,0,0,1,0,0,0,1,0,0,0,0,1
105963,1,0,0,1,0,0,0,0,1,0,0,1,0,0
497,1,0,1,0,0,0,0,0,1,0,0,0,0,1
46020,1,0,0,0,1,0,0,0,1,0,0,0,0,1
94877,1,0,0,1,0,0,0,0,0,1,0,1,0,0
66663,1,0,0,0,0,1,0,0,0,1,0,0,0,1
61480,1,0,0,0,0,1,0,0,0,1,0,0,0,1
65661,1,0,0,0,0,1,0,0,1,0,0,0,0,1
52079,1,0,1,0,0,0,0,0,1,0,0,1,0,0
89485,1,0,0,0,0,1,0,0,1,0,0,0,1,0
81435,1,0,0,0,1,0,0,0,1,0,0,1,0,0
102206,1,0,1,0,0,0,0,0,0,1,0,1,0,0
15446,1,0,1,0,0,0,0,0,0,1,0,0,0,1
30908,1,1,0,0,0,0,0,0,1,0,0,1,0,0
85369,1,0,0,1,0,0,0,0,1,0,0,0,0,1
51737,1,0,0,1,0,0,0,0,1,0,0,1,0,0
82146,1,0,0,0,1,0,0,0,0,1,0,0,1,0
62330,1,0,0,1,0,0,0,0,1,0,0,0,0,1
89485,1,0,0,0,0,1,0,0,1,0,0,0,1,0
67075,1,1,0,0,0,0,0,0,1,0,0,1,0,0
71030,1,0,0,0,0,0,0,1,0,1,0,0,1,0
98637,1,0,0,0,1,0,0,0,0,1,0,1,0,0
92165,1,0,0,1,0,0,0,0,1,0,0,0,0,1
39003,1,0,0,0,1,0,0,0,1,0,0,0,1,0
9543,1,0,0,0,1,0,0,0,0,1,0,0,0,1
29514,1,1,0,0,0,0,0,0,1,0,0,0,0,1
92554,1,0,0,0,1,0,0,0,0,1,0,0,0,1
93096,1,0,0,0,1,0,0,0,0,1,0,0,0,1
97453,1,0,1,0,0,0,0,0,1,0,0,0,0,1
86902,1,0,0,0,1,0,0,0,0,1,0,0,0,1
86090,1,0,0,0,1,0,0,0,1,0,0,0,1,0
36677,1,0,1,0,0,0,0,0,1,0,0,0,0,1
93238,1,1,0,0,0,0,0,0,1,0,0,1,0,0
93114,1,0,0,0,1,0,0,0,0,1,0,0,0,1
30862,1,0,0,0,1,0,0,0,1,0,0,1,0,0
30055,1,0,1,0,0,0,0,0,0,1,0,0,0,1
100457,1,0,0,1,0,0,0,0,1,0,0,0,0,1
99789,1,0,0,0,0,1,0,0,0,1,0,0,0,1
54878,1,0,1,0,0,0,0,0,1,0,0,1,0,0
25206,1,0,1,0,0,0,0,0,1,0,0,0,0,1
72143,1,0,0,0,1,0,0,0,0,1,0,0,0,1
102790,1,0,0,0,1,0,0,0,0,1,0,1,0,0
82312,1,0,0,0,1,0,0,0,0,1,0,1,0,0
12242,1,0,0,0,1,0,0,0,0,1,0,0,1,0
80767,1,0,1,0,0,0,0,0,1,0,0,0,0,1
79491,1,0,0,1,0,0,0,0,1,0,0,0,0,1
55036,1,0,0,1,0,0,0,0,1,0,0,0,0,1
95081,1,0,1,0,0,0,0,0,1,0,0,1,0,0
49890,1,0,0,1,0,0,0,0,0,1,0,1,0,0
8206,1,0,0,0,1,0,0,0,1,0,0,1,0,0
107081,1,0,0,0,1,0,0,0,1,0,0,1,0,0
73056,1,0,0,0,1,0,0,0,1,0,0,0,0,1
56813,1,0,0,1,0,0,0,0,0,1,0,1,0,0
96410,1,1,0,0,0,0,0,0,1,0,0,1,0,0
8691,1,0,0,0,1,0,0,0,1,0,0,1,0,0
104175,1,0,0,1,0,0,0,0,1,0,0,0,0,1
80966,1,0,0,0,1,0,0,0,0,1,0,1,0,0
63073,1,0,0,0,1,0,0,0,1,0,0,0,0,1
88662,1,0,0,0,1,0,0,0,1,0,0,0,0,1
95126,1,0,1,0,0,0,0,0,1,0,0,0,1,0
81619,1,0,0,0,0,1,0,0,0,1,0,0,0,1
107396,1,0,0,1,0,0,0,0,0,1,0,0,0,1
86732,1,0,0,1,0,0,0,0,1,0,0,1,0,0
93331,1,0,0,0,0,1,0,0,0,1,0,0,0,1
30418,1,0,0,1,0,0,0,0,1,0,0,0,0,1
72756,1,0,0,0,0,1,0,0,0,1,0,0,1,0
97866,1,0,1,0,0,0,0,0,1,0,0,0,0,1
55148,1,0,0,0,1,0,0,0,1,0,0,0,0,1
107585,1,0,1,0,0,0,0,0,1,0,0,0,0,1
102338,1,0,1,0,0,0,0,0,1,0,0,1,0,0
48747,1,0,0,0,1,0,0,0,0,1,0,1,0,0
102206,1,0,1,0,0,0,0,0,0,1,0,1,0,0
24337,1,0,0,0,0,1,0,0,1,0,0,0,0,1
39151,1,0,1,0,0,0,0,0,1,0,0,0,1,0
104994,1,1,0,0,0,0,0,0,1,0,0,1,0,0
30386,1,0,0,1,0,0,0,0,0,1,0,1,0,0
21559,1,0,0,0,1,0,0,0,1,0,0,0,0,1
53453,1,1,0,0,0,0,0,0,1,0,0,0,1,0
11829,1,0,0,0,1,0,0,0,1,0,0,1,0,0
78344,1,1,0,0,0,0,0,0,1,0,0,0,0,1
8517,1,0,0,0,0,1,0,0,1,0,0,0,0,1
31912,1,0,0,0,0,1,0,0,1,0,0,0,0,1
8911,1,0,0,1,0,0,0,0,0,1,0,0,0,1
97696,1,0,0,1,0,0,0,0,0,1,0,0,1,0
62699,1,0,0,1,0,0,0,0,0,1,0,0,0,1
81774,1,1,0,0,0,0,0,0,1,0,0,1,0,0
99062,1,0,0,1,0,0,0,0,1,0,0,0,0,1
44006,1,1,0,0,0,0,0,0,1,0,0,0,0,1
34781,1,0,0,0,1,0,0,0,1,0,0,0,1,0
99890,1,0,0,0,0,1,0,0,0,1,0,1,0,0
66097,1,0,0,0,1,0,0,0,1,0,0,1,0,0
96298,1,0,0,1,0,0,0,0,1,0,0,0,0,1
33659,1,0,0,0,1,0,0,0,1,0,0,0,0,1
53033,1,0,0,0,1,0,0,0,0,1,0,0,1,0
63849,1,0,0,0,1,0,0,0,0,1,0,0,0,1
8165,1,0,1,0,0,0,0,0,1,0,0,0,0,1
17906,1,0,1,0,0,0,0,0,1,0,0,1,0,0
101430,1,0,1,0,0,0,0,0,1,0,0,1,0,0
36872,1,0,1,0,0,0,0,0,0,1,0,0,0,1
84578,1,0,0,1,0,0,0,0,1,0,0,1,0,0
135,1,0,0,0,1,0,0,0,1,0,0,0,0,1
19164,1,0,0,0,0,1,0,0,0,1,0,1,0,0
2837,1,0,0,0,1,0,0,0,1,0,0,0,0,1
32557,1,0,0,0,1,0,0,0,0,1,0,0,0,1
8517,1,0,0,0,0,1,0,0,1,0,0,0,0,1
99127,1,1,0,0,0,0,0,0,1,0,0,0,0,1
48569,1,0,0,0,1,0,0,0,0,1,0,0,0,1
98436,1,0,0,1,0,0,0,0,1,0,0,0,0,1
79294,1,0,1,0,0,0,0,0,1,0,0,1,0,0
73052,1,0,0,1,0,0,0,0,0,1,0,1,0,0
88282,1,0,0,0,0,0,1,0,1,0,0,0,1,0
100320,1,0,0,0,1,0,0,0,1,0,0,0,0,1
75597,1,0,0,0,1,0,0,0,0,1,0,0,0,1
56607,1,0,0,1,0,0,0,0,0,1,0,1,0,0
5560,1,0,0,0,1,0,0,0,0,1,0,0,0,1
15026,1,1,0,0,0,0,0,0,1,0,0,1,0,0
18839,1,0,1,0,0,0,0,0,0,1,0,1,0,0
88248,1,0,0,0,1,0,0,0,1,0,0,1,0,0
15136,1,0,1,0,0,0,0,0,0,1,0,0,0,1
107784,1,0,0,0,1,0,0,0,1,0,0,0,1,0
29514,1,1,0,0,0,0,0,0,1,0,0,0,0,1
20374,1,0,1,0,0,0,0,0,1,0,0,0,0,1
26877,1,0,1,0,0,0,0,0,1,0,0,1,0,0
24535,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3833,1,1,0,0,0,0,0,0,1,0,0,1,0,0
8812,1,0,0,0,1,0,0,0,0,1,0,0,1,0
36677,1,0,1,0,0,0,0,0,1,0,0,0,0,1
42283,1,0,0,0,0,0,1,0,0,1,0,0,1,0
25119,1,0,0,1,0,0,0,0,1,0,0,1,0,0
24077,1,0,0,1,0,0,0,0,1,0,0,0,1,0
99771,1,0,0,1,0,0,0,0,0,1,0,0,0,1
93268,1,0,1,0,0,0,0,0,1,0,0,1,0,0
103979,1,1,0,0,0,0,0,0,1,0,0,1,0,0
83929,1,0,1,0,0,0,0,0,0,1,0,1,0,0
96420,1,0,0,0,1,0,0,0,1,0,0,0,0,1
103181,1,0,0,0,1,0,0,0,1,0,0,0,0,1
92159,1,0,0,0,1,0,0,0,0,1,0,0,0,1
29498,1,0,0,0,0,1,0,0,0,1,0,0,0,1
46589,1,0,0,0,1,0,0,0,1,0,0,1,0,0
38270,1,0,0,0,1,0,0,0,1,0,0,1,0,0
39252,1,0,1,0,0,0,0,0,1,0,0,1,0,0
61397,1,0,0,0,1,0,0,0,1,0,0,1,0,0
101554,1,0,1,0,0,0,0,0,1,0,0,1,0,0
57351,1,0,0,1,0,0,0,0,0,1,0,1,0,0
74151,1,0,0,0,1,0,0,0,0,1,0,0,0,1
49082,1,0,0,0,1,0,0,0,1,0,0,0,0,1
36595,1,1,0,0,0,0,0,0,1,0,0,0,0,1
99127,1,1,0,0,0,0,0,0,1,0,0,0,0,1
54878,1,0,1,0,0,0,0,0,1,0,0,1,0,0
34764,1,0,0,1,0,0,0,0,0,1,0,1,0,0
54850,1,0,0,0,1,0,0,0,1,0,0,0,0,1
87734,1,0,0,0,1,0,0,0,1,0,0,1,0,0
30868,1,0,0,1,0,0,0,0,1,0,0,0,1,0
29733,1,0,0,0,0,1,0,0,1,0,0,0,1,0
80444,1,0,0,1,0,0,0,0,0,1,0,1,0,0
103408,1,0,1,0,0,0,0,0,1,0,0,1,0,0
99457,1,0,1,0,0,0,0,0,0,1,0,0,0,1
64674,1,0,0,0,1,0,0,0,1,0,0,0,1,0
84316,1,0,0,0,0,1,0,0,0,1,0,1,0,0
91621,1,1,0,0,0,0,0,0,1,0,0,0,0,1
97696,1,0,0,1,0,0,0,0,0,1,0,0,1,0
97270,1,0,0,0,1,0,0,0,0,1,0,1,0,0
25390,1,1,0,0,0,0,0,0,1,0,0,0,1,0
96410,1,1,0,0,0,0,0,0,1,0,0,1,0,0
99963,1,0,0,0,0,0,1,0,0,1,0,1,0,0
93837,1,0,0,1,0,0,0,0,0,1,0,1,0,0
94726,1,0,0,0,1,0,0,0,1,0,0,1,0,0
86125,1,0,0,0,1,0,0,0,0,1,0,0,0,1
74447,1,0,0,1,0,0,0,0,0,1,0,0,0,1
36872,1,0,1,0,0,0,0,0,0,1,0,0,0,1
86288,1,0,0,0,1,0,0,0,1,0,0,0,1,0
104655,1,0,0,1,0,0,0,0,1,0,0,0,0,1
58812,1,0,0,0,1,0,0,0,0,1,0,0,1,0
17600,1,0,0,0,1,0,0,0,1,0,0,0,0,1
80896,1,0,0,1,0,0,0,0,0,1,0,0,0,1
31285,1,0,0,1,0,0,0,0,1,0,0,0,1,0
95406,1,0,0,0,0,1,0,0,0,1,0,1,0,0
