index,risky,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,term_ 36 months,term_ 60 months,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,prediction
6645,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20979,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
25426,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
97197,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
46820,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
64463,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
48663,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
85545,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
69185,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
86090,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
64475,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
100611,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
135,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
5560,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
96082,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
104994,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
33367,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
102832,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
89692,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
42736,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
42168,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
25197,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
87396,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
81244,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
70235,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
95956,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
58245,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
88751,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
89786,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
48737,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
32036,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
35702,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
30797,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
86393,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1062,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
95035,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
103844,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
95126,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
88116,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
33249,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
54646,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
68329,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
15446,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
77877,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
91488,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
9237,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3779,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
98127,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
14049,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
52231,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
45035,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
74369,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
24980,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
105563,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
54087,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
79496,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
83483,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
91901,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
17393,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
66957,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
37670,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
34634,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
25532,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
13250,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
100667,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
25244,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
47435,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
52370,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
42846,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
47604,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
49054,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
27381,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
102831,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
42252,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
68602,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
103967,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
70662,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
10831,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
101058,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
82997,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
48254,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
105574,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
56480,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
15446,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
75067,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
71359,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
34674,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
88376,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
67872,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
63073,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
78606,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
52268,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
30687,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
98436,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
40700,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
33454,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
84278,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
96324,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
73623,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
102644,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
107552,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
97453,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
37386,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
92165,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
57964,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
37398,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
21662,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
13855,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
98061,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
45864,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
62232,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
103408,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
79119,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
94444,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
14327,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
25270,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
59383,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
29329,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
87568,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
33333,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
783,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
98599,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
81669,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
79803,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
101051,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
59572,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
85529,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
47194,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
8206,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
81245,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
12659,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
42358,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
95406,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
67216,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
18863,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
81242,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
32780,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
87207,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
80050,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
97321,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
59050,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
92521,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
13246,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
37408,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
20662,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
89341,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
74693,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
79400,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
89379,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
94325,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
105548,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
69339,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
50911,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
35124,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
31645,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
50092,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
97197,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
89854,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
96214,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
72083,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
53549,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
52072,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
94501,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
17600,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
93031,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
56507,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
92104,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
84944,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
91621,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
99500,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
96756,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
36511,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
85369,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
88998,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
81244,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
76854,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
101706,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
52531,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
85706,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
72081,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
39151,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
44480,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
83120,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
33430,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
104137,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
104386,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
63324,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
44894,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
27279,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
104721,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2176,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
90873,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
57690,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
79496,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
76735,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
29514,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
60524,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
100457,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
101770,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
74447,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
64475,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
85230,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
30101,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
76713,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
37878,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
51973,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
57351,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
96821,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
74190,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
81831,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
16094,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
76290,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
67597,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
38621,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
8206,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
99498,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
40502,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
39003,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99716,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
99457,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
74927,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20616,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
56412,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
47034,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
44132,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
9543,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
75659,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
67467,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
103883,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
20287,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
82729,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
101150,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
105133,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
67736,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
45533,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
79820,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
64321,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
51098,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
42030,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
17897,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
92529,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
29514,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
99920,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
91473,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
89485,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
17906,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
81576,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
100320,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
43048,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
21218,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
38713,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
13044,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
10616,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
85459,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
20843,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
100599,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
46677,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
105374,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
42667,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
97447,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
51274,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
26877,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
89617,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
71514,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
9987,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
27874,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
63108,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
93148,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
94726,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
97616,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
83719,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
94482,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
64711,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
21245,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
82676,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
63185,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
25206,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
46914,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2458,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
69174,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
21347,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
28517,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
75761,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
24337,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
32194,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
105472,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
74050,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
93238,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
39267,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
66148,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
97081,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
12786,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
106920,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
104807,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
74606,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
78722,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
107396,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
17797,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
7499,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
49609,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
96695,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
101693,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
107784,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
49756,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
45602,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
93153,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
17349,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
92196,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
92809,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
98412,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
101966,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
11811,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
10494,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
62901,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
88685,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
48934,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
23185,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
43239,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
67467,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
73897,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
52616,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
61784,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
100423,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
91621,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
69134,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
84613,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
105304,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
100599,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
69641,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
82997,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
71881,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
87305,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
58552,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
54328,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
70607,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
14915,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
28054,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
13554,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
20564,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
11654,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
54850,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
74302,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
58812,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
107130,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
13054,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
20852,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
77384,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
104175,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
51969,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
76096,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
43077,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
32400,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
28921,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
55753,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
98040,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
105932,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
39423,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
95884,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
101305,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
61758,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
55315,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
26539,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
106181,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
103129,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
37159,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
56151,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
46721,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
83575,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
59383,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
61203,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
96861,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
42690,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
71963,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
50085,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
28096,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
103454,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
97119,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
84359,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
81801,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
99771,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
101878,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
2560,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
56960,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
90525,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
49683,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
61768,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
76209,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2976,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
21899,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
51737,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2168,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
83737,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
54686,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
65839,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
80685,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
87721,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
87691,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
23304,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
48747,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
64321,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
63941,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
32828,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
95821,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
46857,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
91368,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
78257,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
85927,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
85077,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
64836,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
72061,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
60472,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
24535,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
8096,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
91898,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
26522,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
29686,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
81435,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
82852,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
98972,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
80140,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
51901,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
